unique_id,field,nircam_dr5_id,ra,dec,z_spec,z_flag,muv,muv_err_u,muv_err_l,C4_1549_flux,C4_1549_error,C4_1549_snr,C4_1549_detected,C4_1549_upper3sigma,C4_1549_source,C3_1907_flux,C3_1907_error,C3_1907_snr,C3_1907_detected,C3_1907_upper3sigma,C3_1907_source,O2_3727_flux,O2_3727_error,O2_3727_snr,O2_3727_detected,O2_3727_upper3sigma,O2_3727_source,Ne3_3869_flux,Ne3_3869_error,Ne3_3869_snr,Ne3_3869_detected,Ne3_3869_upper3sigma,Ne3_3869_source,O3_4363_flux,O3_4363_error,O3_4363_snr,O3_4363_detected,O3_4363_upper3sigma,O3_4363_source,HBaB_4861_flux,HBaB_4861_error,HBaB_4861_snr,HBaB_4861_detected,HBaB_4861_upper3sigma,HBaB_4861_source,O3_5007_flux,O3_5007_error,O3_5007_snr,O3_5007_detected,O3_5007_upper3sigma,O3_5007_source,HBaA_6563_flux,HBaA_6563_error,HBaA_6563_snr,HBaA_6563_detected,HBaA_6563_upper3sigma,HBaA_6563_source,N2_6584_flux,N2_6584_error,N2_6584_snr,N2_6584_detected,N2_6584_upper3sigma,N2_6584_source
goods-s-mediumhst_416,GS,100206,53.1579825,-27.81707,-1.0,E,nan,nan,nan,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none
goods-n-mediumjwst_420,GN,1000420,189.12177301425024,62.21968372388903,4.914,D,-17.669290435494435,0.23161412746004473,0.2948080402646376,511.0408409268397,394.8509325261399,1.4705170072177676,0,1184.5527975784198,R1000_3pix,nan,26.597448034497713,1.0,0,79.79234410349314,R1000_3pix,4.968671188114461,4.794307544072957,1.4547332931657486,0,14.382922632218872,R1000_3pix,3.8014692097135208,4.185265866322571,1.3987978758174884,0,12.555797598967715,R1000_3pix,10.690104235709962,6.867149139824286,1.729554682508396,0,20.60144741947286,R1000_3pix,10.13461934968094,8.38535674535992,1.5302917373510287,0,25.156070236079756,R1000_3pix,24.722740678057708,11.119519411505694,2.475186182917311,0,33.35855823451708,R1000_3pix,28.063972376233764,9.363319506964379,3.0678812948049,1,28.089958520893134,R1000_3pix,4.570330866296538,4.103390407614603,1.4761332514249865,0,12.310171222843808,R1000_3pix
goods-s-mediumhst_455,GS,197744,53.1719463,-27.8164235,-1.0,E,nan,nan,nan,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none
goods-s-mediumhst_490,GS,490,53.1782973,-27.8157176,2.69270603085576,A,nan,nan,nan,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,151.37957466162788,23.16996119672748,6.525108034569656,1,69.50988359018244,R1000_3pix,14.731074924354507,12.288559954831483,1.4991761409202569,0,36.865679864494446,R1000_3pix,19.82980615602795,14.17848583330776,1.5701195114520587,0,42.53545749992328,R1000_3pix,32.925184458878626,15.78063033748725,2.262769118657435,0,47.341891012461744,R1000_3pix,184.8403731862425,27.977518009971398,6.617603165708711,1,83.9325540299142,R1000_3pix,73.80702710126744,10.063112573469613,7.493943403543342,1,30.18933772040884,R1000_3pix,7.605781311414547,5.4824950445243745,1.604684591796718,0,16.447485133573124,R1000_3pix
goods-s-mediumhst_507,GS,101453,53.1801336,-27.815485,-1.0,E,nan,nan,nan,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none
goods-n-mediumjwst_519,GN,1000519,189.16530890538837,62.22055555468206,1.0146920330395715,A,nan,nan,nan,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,63.84109413001956,72.31928464851558,1.3584024729239694,0,216.95785394554673,R1000_3pix,46.87607090532881,47.518508958377836,1.355033986059733,0,142.55552687513352,R1000_3pix,22.80144560761449,23.638162522229297,1.3412015141568223,0,70.9144875666879,R1000_3pix,87.85532799263768,43.24941755763074,2.123610845589523,0,129.74825267289222,R1000_3pix,207.56128991909864,43.66891243514387,4.845291477976348,1,131.0067373054316,R1000_3pix,159.80456190855526,25.171602680630002,6.720141457215456,1,75.51480804189,R1000_3pix,8.95078863701381,9.05333474213197,1.3946015371230327,0,27.16000422639591,R1000_3pix
goods-n-mediumjwst_529,GN,1000529,189.12262634664606,62.22062510425114,-1.0,E,nan,nan,nan,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none
goods-s-mediumhst_543,GS,198079,53.1753825,-27.814831,-1.0,E,nan,nan,nan,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none
goods-n-mediumhst_604,GN,1024684,189.1172020940793,62.221433699750825,4.14684211101447,A,-18.98226487364366,0.10550357242994934,0.11687001212472481,93.31121505581946,76.1667539016472,1.5005682719120144,0,228.50026170494158,R1000_3pix,40.84345851516651,26.43132294207672,1.72679839864992,0,79.29396882623016,R1000_3pix,125.57171844264876,16.647819488560025,7.648573989063956,1,49.943458465680074,R1000_3pix,38.75375519857232,10.84175305688202,3.604611887190072,1,32.52525917064606,R1000_3pix,3.1112266461834994,3.0806702126289265,1.4768740170066266,0,9.242010637886779,R1000_3pix,92.00644213053518,10.077541159920614,9.29235575394292,1,30.23262347976184,R1000_3pix,658.4726457008338,17.332252060537297,37.09647616723119,1,51.996756181611886,R1000_3pix,293.23789140728394,13.14335172299659,24.813056664496035,1,39.43005516898977,R1000_3pix,8.796326019484225,6.9656565318047035,1.5349363850509903,0,20.89696959541411,R1000_3pix
goods-n-mediumhst_606,GN,1000705,189.10807529554066,62.22205034287017,3.972548032565879,A,-18.6840751554483,0.4158477101276965,0.6825558601083515,125.49151937480423,97.97137514138956,1.4557860729426955,0,293.9141254241687,R1000_3pix,191.80002341683178,89.67267816456767,2.2890254892155815,0,269.018034493703,R1000_3pix,238.11571531595743,25.48260733325893,9.550137120911778,1,76.44782199977679,R1000_3pix,75.558771331796,19.922226208760414,3.711425684907763,1,59.76667862628124,R1000_3pix,7.4685550274455785,7.424497542522361,1.4318834951850228,0,22.273492627567084,R1000_3pix,144.83865895131976,14.772482507368133,10.052798618641877,1,44.3174475221044,R1000_3pix,755.2337396039078,20.125604835498155,37.6055332443551,1,60.37681450649447,R1000_3pix,363.049812545192,17.149166514497725,23.286104117937203,1,51.44749954349318,R1000_3pix,47.995808522732375,11.012027490676491,4.443510609843804,1,33.03608247202948,R1000_3pix
goods-n-mediumhst_607,GN,1024719,189.11694726540446,62.22207876358307,5.180957949962182,A,-19.558546002266212,0.11823291739393937,0.13269946448667014,59.49702105502952,35.19430134488916,1.7207564894278555,0,105.58290403466748,R1000_3pix,52.335641960164594,28.081264525530575,2.1662259641932353,0,84.24379357659173,R1000_3pix,119.79232782317811,13.272239380671982,9.229208209322755,1,39.816718142015944,R1000_3pix,87.37424645768874,9.764568353244035,9.176965684576395,1,29.293705059732105,R1000_3pix,35.10050954044474,8.255669965602289,4.2680678599635975,1,24.76700989680687,R1000_3pix,130.10913715829025,9.975536833261925,13.854288518341168,1,29.926610499785774,R1000_3pix,851.7024197206888,15.566631391952308,52.71821806518836,1,46.699894175856926,R1000_3pix,352.8769692931001,10.277921175348038,34.42087927698548,1,30.833763526044113,R1000_3pix,24.71364611612512,5.279362831178117,4.709685108716294,1,15.838088493534352,R1000_3pix
goods-n-mediumjwst_614,GN,1000614,189.16603259209313,62.22135177961891,-1.0,E,nan,nan,nan,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none
goods-s-mediumhst_618,GS,103332,53.1585089,-27.8130466,-1.0,E,nan,nan,nan,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none
goods-n-mediumjwst_619,GN,1000619,189.1582453662495,62.22136013287726,9.068151232909187,A,-20.000177668784975,0.2899027101492031,0.39668557490429635,6.712882184155603,6.309541114305027,1.4543881967329864,0,18.92862334291508,R1000_3pix,50.97038759807698,28.445423124558715,1.8675155876865597,0,85.33626937367615,R1000_3pix,16.10783000771596,5.358620165975857,3.1972562456047275,1,16.07586049792757,R1000_3pix,7.95116830380713,4.818697935753305,1.8123214382008939,0,14.456093807259915,R1000_3pix,2.577965163436942,2.1377825857710784,1.723115388832085,0,6.413347757313235,R1000_3pix,28.422977028890422,7.735953176339772,3.625646050509281,1,23.207859529019316,R1000_3pix,216.88230334637547,10.26049462615119,21.016196996063883,1,30.781483878453567,R1000_3pix,nan,nan,nan,0,nan,none,nan,nan,nan,0,nan,none
goods-n-mediumhst_634,GN,1024880,189.12741112526726,62.22443424990734,3.9762531212212355,A,-19.662754881598705,0.046485241201818184,0.04856485241404229,397.48301765168264,294.1881379818971,1.4974443264535278,0,882.5644139456913,R1000_3pix,11.704198024713541,13.2006345196539,1.3828432582409902,0,39.601903558961695,R1000_3pix,339.8551601972949,20.250105284490147,16.892280542550864,1,60.75031585347044,R1000_3pix,57.20736389701263,15.845536422678252,3.6102535966612366,1,47.53660926803476,R1000_3pix,9.703284247653722,7.170281948953767,1.5542925279552755,0,21.5108458468613,R1000_3pix,131.49685625871624,11.519954105314381,11.697115722198808,1,34.55986231594314,R1000_3pix,770.9151844285616,18.35823345248476,40.29436193717042,1,55.07470035745428,R1000_3pix,389.3013613809374,14.874815818333001,22.942267093325313,1,44.624447454999,R1000_3pix,44.3940919515485,7.783565675086987,5.765954381635061,1,23.35069702526096,R1000_3pix
goods-n-mediumhst_643,GN,1024940,189.11031858472745,62.22544244372944,5.347198838183486,A,-20.571628902685127,0.11760239666827488,0.13190552496037,18.357959880009837,17.495927496261586,1.3817299076315697,0,52.48778248878476,R1000_3pix,142.3805214762984,41.78036018968456,3.3723008193717092,1,125.34108056905367,R1000_3pix,313.7670907474015,21.487774713806097,14.747059068390245,1,64.4633241414183,R1000_3pix,158.7693371526978,20.976416645461363,7.7086754136162305,1,62.92924993638409,R1000_3pix,53.606690882141216,15.788945705588198,3.4158965039681246,1,47.36683711676459,R1000_3pix,255.32829671577846,14.853285501193787,17.58015296896464,1,44.55985650358136,R1000_3pix,1991.496642887945,28.816454234365537,68.3803756712075,1,86.44936270309661,R1000_3pix,1114.6916319792358,24.803504521890957,44.85343396840155,1,74.41051356567287,R1000_3pix,43.4854736452386,10.211157187941831,4.281750213471616,1,30.633471563825495,R1000_3pix
