dense_model,diffuse_model,dense_fraction,dense_logn,dense_logu,dense_metallicity,diffuse_logn,diffuse_logu,diffuse_metallicity,halpha_hbeta,oiii_hbeta,nii_halpha,sii_halpha,heii1640_hbeta,heii4686_hbeta,paalpha_halpha,lha_per_qh54,yield_halpha,yield_hbeta,yield_heii1640,yield_heii4686,yield_nii6583,yield_oiii5007,yield_paalpha,yield_sii6716,yield_sii6731
thermal_dense_skin,thermal_skin_z_0p02,0.1,10.0,-1.0,0.2,4.0,-2.0,0.02,2.926942546446625,0.8052007311599548,0.0002069110477722814,0.00014314107191127138,3.721196173117072,0.43379975565240086,0.08202269675426535,6.6175647420723315e+41,6.617564742072331e-13,2.2609137818937394e-13,8.41330371293063e-13,9.807838461366497e-14,1.369247254483093e-16,1.8204894302704575e-13,5.4279050609071696e-14,3.1506796611990985e-17,6.321773445025597e-17
thermal_dense_skin,thermal_skin_z_0p02,0.11,10.0,-1.0,0.2,4.0,-2.0,0.02,2.9272536788980994,0.8045469671309697,0.00020672107676843218,0.00014300964996129262,3.7237194704814214,0.4340396213645842,0.08204032825308062,6.5500500349478455e+41,6.550050034947845e-13,2.237609293026311e-13,8.332229291772243e-13,9.71211090307015e-14,1.3540333961115252e-16,1.800261770328392e-13,5.3736825494122337e-14,3.1156721094085484e-17,6.251531517859888e-17
thermal_dense_skin,thermal_skin_z_0p02,0.12,10.0,-1.0,0.2,4.0,-2.0,0.02,2.927571360387211,0.8038794420005257,0.0002065271487212231,0.00014287549052851927,3.726295880818498,0.4342845360183666,0.08205832701112968,6.482535327823358e+41,6.482535327823357e-13,2.2143048041588826e-13,8.251154870613855e-13,9.616383344773804e-14,1.3388195377399573e-16,1.780034110386326e-13,5.3194600379172984e-14,3.0806645576179976e-17,6.181289590694179e-17
thermal_dense_skin,thermal_skin_z_0p02,0.13,10.0,-1.0,0.2,4.0,-2.0,0.02,2.9278957998897064,0.8031977166603763,0.0002063291386932739,0.00014273850718126544,3.7289270989304524,0.4345346607223554,0.08207670462404144,6.415020620698871e+41,6.415020620698871e-13,2.191000315291454e-13,8.170080449455468e-13,9.520655786477457e-14,1.3236056793683894e-16,1.7598064504442605e-13,5.2652375264223624e-14,3.045657005827447e-17,6.11104766352847e-17
thermal_dense_skin,thermal_skin_z_0p02,0.14,10.0,-1.0,0.2,4.0,-2.0,0.02,2.928227215367965,0.8025013331191946,0.00020612691643166108,0.00014259860981055212,3.731614892501427,0.4347901635133512,0.08209547318078857,6.3475059135743846e+41,6.347505913574384e-13,2.1676958264240256e-13,8.089006028297082e-13,9.424928228181111e-14,1.3083918209968215e-16,1.7395787905021947e-13,5.2110150149274265e-14,3.010649454036896e-17,6.040805736362762e-17
thermal_dense_skin,thermal_skin_z_0p02,0.15,10.0,-1.0,0.2,4.0,-2.0,0.02,2.928565834259321,0.8017898134765014,0.00020592034608218703,0.00014245570443243856,3.7343611060578352,0.4350512197328132,0.08211464529020647,6.279991206449898e+41,6.279991206449897e-13,2.1443913375565972e-13,8.007931607138695e-13,9.329200669884764e-14,1.293177962625254e-16,1.7193511305601292e-13,5.156792503432491e-14,2.9756419022463453e-17,5.970563809197053e-17
thermal_dense_skin,thermal_skin_z_0p02,0.16,10.0,-1.0,0.2,4.0,-2.0,0.02,2.9289118939965704,0.8010626588289496,0.00020570928588501793,0.00014230969297746471,3.7371676651897134,0.4353180124281428,0.08213423410924169,6.21247649932541e+41,6.21247649932541e-13,2.1210868486891688e-13,7.926857185980308e-13,9.233473111588418e-14,1.2779641042536862e-16,1.6991234706180635e-13,5.102569991937555e-14,2.9406343504557946e-17,5.900321882031344e-17
thermal_dense_skin,thermal_skin_z_0p02,0.17,10.0,-1.0,0.2,4.0,-2.0,0.02,2.9292656425631742,0.80031934810371,0.00020549358785025787,0.0001421604730662131,3.7400365810534404,0.43559073278071386,0.08215425337306236,6.1449617922009236e+41,6.144961792200923e-13,2.0977823598217405e-13,7.84578276482192e-13,9.137745553292071e-14,1.2627502458821183e-16,1.6788958106759977e-13,5.0483474804426193e-14,2.905626798665244e-17,5.830079954865635e-17
thermal_dense_skin,thermal_skin_z_0p02,0.18,10.0,-1.0,0.2,4.0,-2.0,0.02,2.929627339085887,0.7995593368132208,0.00020527309741189792,0.00014200793776991103,3.7429699551779616,0.4358695805627547,0.08217471742717564,6.077447085076438e+41,6.077447085076438e-13,2.0744778709543123e-13,7.764708343663536e-13,9.042017994995725e-14,1.2475363875105507e-16,1.6586681507339322e-13,4.9941249689476847e-14,2.870619246874693e-17,5.759838027699926e-17
thermal_dense_skin,thermal_skin_z_0p02,0.19,10.0,-1.0,0.2,4.0,-2.0,0.02,2.929997254467775,0.798782055725051,0.000205047653058441,0.00014185197535489672,3.7459699845986414,0.43615476462537434,0.08219564126171011,6.009932377951951e+41,6.00993237795195e-13,2.051173382086884e-13,7.683633922505148e-13,8.94629043669938e-14,1.2323225291389828e-16,1.6384404907918667e-13,4.939902457452749e-14,2.835611695084143e-17,5.689596100534217e-17
