catalog,dense_fraction_xLRD,population_fraction_xLRD,dense_fraction_plusLRD,population_fraction_plusLRD,dense_fraction_minusLRD,population_fraction_minusLRD,dense_fraction_bLRD,population_fraction_bLRD
synthetic_catalog_physical_visibility_final.csv,0.9851149372283452,0.00971625306401205,0.9036611707964727,0.17313288775408553,0.7112493680251007,0.5694444532019644,0.21197913259111276,0.2477064059799381
synthetic_catalog_physical_visibility_seed17.csv,0.982590344234478,0.008776322887857043,0.8938402926700758,0.16758873385679565,0.7085085896501716,0.5398459044097741,0.24753177842020016,0.2837890388455731
synthetic_catalog_physical_visibility_seed29.csv,0.9831067874308932,0.007919095436142647,0.9112012419976392,0.1308324089942551,0.711219891295316,0.5829974530130878,0.20270967689194538,0.27825104255651445
synthetic_catalog_physical_visibility_seed41.csv,0.9812555675387141,0.008301403699268071,0.9138832933739411,0.15021955863033176,0.694473068566627,0.5491394276136992,0.1951524524002115,0.2923396100567011
